,game_name,game_url,steam_rating
6635,Hasbro's BATTLESHIP,https://steamdb.info/app/893050/,78.73%
6636,Universe Sandbox Legacy,https://steamdb.info/app/72200/,78.72%
6637,Fetish Locator Week One - Extended Edition,https://steamdb.info/app/1360980/,78.72%
6638,LEAVES - The Return,https://steamdb.info/app/569810/,78.72%
6639,Heroes of a Broken Land,https://steamdb.info/app/314470/,78.71%
6640,Mr. Fast,https://steamdb.info/app/1213370/,78.71%
6641,Regeria Hope Episode 1,https://steamdb.info/app/447570/,78.71%
6642,Even the Ocean,https://steamdb.info/app/265470/,78.71%
6643,Stationeers,https://steamdb.info/app/544550/,78.71%
6644,Trap,https://steamdb.info/app/841270/,78.71%
6645,Fidget Spinner,https://steamdb.info/app/657630/,78.70%
6646,Worms W.M.D,https://steamdb.info/app/327030/,78.70%
6647,GUN GODZ,https://steamdb.info/app/522940/,78.69%
6648,Burst Fighter,https://steamdb.info/app/642600/,78.69%
6649,Summit of the Wolf,https://steamdb.info/app/1092800/,78.69%
6650,Time for Quest,https://steamdb.info/app/1112050/,78.69%
6651,Shooting Arena VR,https://steamdb.info/app/1358030/,78.69%
6652,Retro Vision,https://steamdb.info/app/1013190/,78.69%
6653,Chapeau,https://steamdb.info/app/1139880/,78.69%
6654,Open The Door,https://steamdb.info/app/849000/,78.69%
6655,Word Wonders: The Tower of Babel,https://steamdb.info/app/362790/,78.69%
6656,Lost Borderline,https://steamdb.info/app/837280/,78.69%
6657,Jigsaw Puzzle Girls - Anime,https://steamdb.info/app/1156080/,78.69%
6658,Insurgence - Second Assault,https://steamdb.info/app/1081100/,78.69%
6659,BustaShip,https://steamdb.info/app/1222020/,78.69%
6660,The Sea Between,https://steamdb.info/app/896550/,78.69%
6661,Elemental Abyss,https://steamdb.info/app/1228970/,78.69%
6662,Subsideria,https://steamdb.info/app/797610/,78.69%
6663,GUNGUNGUN,https://steamdb.info/app/544400/,78.69%
6664,Dream Enders,https://steamdb.info/app/915060/,78.69%
6665,Terraforming Earth,https://steamdb.info/app/1029220/,78.69%
6666,Diesel Punch,https://steamdb.info/app/1321400/,78.69%
6667,Dream Flash,https://steamdb.info/app/1076480/,78.69%
6668,Foreign Frugglers,https://steamdb.info/app/1071920/,78.69%
6669,Amy's Greenmart,https://steamdb.info/app/1284110/,78.69%
6670,Rainy Day Racer,https://steamdb.info/app/862130/,78.69%
6671,Core Awaken ~Jilelen and LittleSnow~,https://steamdb.info/app/1289960/,78.69%
6672,Last Summer,https://steamdb.info/app/1145120/,78.69%
6673,Quench,https://steamdb.info/app/877440/,78.69%
6674,Paper Valley,https://steamdb.info/app/861240/,78.69%
6675,Top Run,https://steamdb.info/app/1196130/,78.69%
6676,灵界 Sprites（测试版）,https://steamdb.info/app/1043140/,78.69%
6677,Dondar,https://steamdb.info/app/1361520/,78.69%
6678,Mystery Castle,https://steamdb.info/app/394950/,78.69%
6679,Super Pig X,https://steamdb.info/app/1050520/,78.69%
6680,Super Multitasking,https://steamdb.info/app/640290/,78.69%
6681,JU,https://steamdb.info/app/684430/,78.69%
6682,Super Star Panda,https://steamdb.info/app/730300/,78.69%
6683,Space Rogue Classic,https://steamdb.info/app/569200/,78.69%
6684,HoloLAB Champions,https://steamdb.info/app/696760/,78.69%
6685,Anime School Girl Dance Club,https://steamdb.info/app/1344260/,78.69%
6686,Hold 10 Seconds,https://steamdb.info/app/1229280/,78.69%
6687,Virus Blast,https://steamdb.info/app/1305060/,78.69%
6688,My Jigsaw Adventures - A Lost Story,https://steamdb.info/app/1297230/,78.69%
6689,Dream Rose,https://steamdb.info/app/1030970/,78.69%
6690,3x64,https://steamdb.info/app/1129690/,78.69%
6691,Rebel Inc: Escalation,https://steamdb.info/app/1088790/,78.68%
6692,State of Mind,https://steamdb.info/app/437630/,78.67%
6693,Among the Heavens,https://steamdb.info/app/409380/,78.67%
6694,The Last Remnant,https://steamdb.info/app/23310/,78.67%
6695,Sky Noon,https://steamdb.info/app/569530/,78.66%
6696,Clatter,https://steamdb.info/app/602770/,78.65%
6697,Blooming Nightshade,https://steamdb.info/app/1148400/,78.65%
6698,Red Haze,https://steamdb.info/app/428860/,78.65%
6699,Nobunaga's Ambition: Souzou with Power Up Kit,https://steamdb.info/app/288390/,78.65%
6700,Neuronaut,https://steamdb.info/app/1269350/,78.65%
6701,Under Pressure,https://steamdb.info/app/1070780/,78.65%
6702,Observer,https://steamdb.info/app/514900/,78.65%
6703,Midnight Mysteries 4: Haunted Houdini,https://steamdb.info/app/208640/,78.65%
6704,Hentai Zodiac Puzzle,https://steamdb.info/app/1073310/,78.65%
6705,Love wish,https://steamdb.info/app/1153430/,78.64%
6706,Demetrios - The BIG Cynical Adventure,https://steamdb.info/app/451570/,78.64%
6707,HordeZ,https://steamdb.info/app/412050/,78.64%
6708,The Guild II: Renaissance,https://steamdb.info/app/39680/,78.64%
6709,Cheap Golf,https://steamdb.info/app/616520/,78.63%
6710,Contractors VR,https://steamdb.info/app/963930/,78.63%
6711,Cursed Sight,https://steamdb.info/app/360550/,78.63%
6712,keyg,https://steamdb.info/app/922550/,78.63%
6713,Hentai Asmodeus,https://steamdb.info/app/1147510/,78.62%
6714,Ultimate General: Gettysburg,https://steamdb.info/app/306660/,78.62%
6715,OlliOlli2: Welcome to Olliwood,https://steamdb.info/app/365660/,78.62%
6716,Unforgiving - A Northern Hymn,https://steamdb.info/app/747340/,78.61%
6717,Rot Gut,https://steamdb.info/app/395500/,78.61%
6718,POLYGOD,https://steamdb.info/app/531530/,78.60%
6719,Return of Red Riding Hood Enhanced Edition,https://steamdb.info/app/594320/,78.60%
6720,Take Command - 2nd Manassas,https://steamdb.info/app/392330/,78.60%
6721,Z-Exemplar,https://steamdb.info/app/434750/,78.60%
6722,I Am Overburdened,https://steamdb.info/app/690560/,78.60%
6723,Birth ME Code,https://steamdb.info/app/1249260/,78.60%
6724,Attack of the Bugs,https://steamdb.info/app/597590/,78.60%
6725,Obsurity,https://steamdb.info/app/1125110/,78.60%
6726,Inferno 2,https://steamdb.info/app/387280/,78.60%
6727,The Lord of the Rings Online™,https://steamdb.info/app/212500/,78.59%
6728,THOTH,https://steamdb.info/app/510620/,78.59%
6729,Ricochet,https://steamdb.info/app/60/,78.59%
6730,Zero Caliber VR,https://steamdb.info/app/877200/,78.58%
6731,东方大战争 ~ Touhou Big Big Battle,https://steamdb.info/app/878380/,78.58%
6732,36 apples,https://steamdb.info/app/1202480/,78.57%
6733,Unknightly,https://steamdb.info/app/726250/,78.57%
6734,Runefall,https://steamdb.info/app/813650/,78.57%
6735,Clash Force,https://steamdb.info/app/703620/,78.57%
6736,Ignition,https://steamdb.info/app/577990/,78.57%
6737,The Long Return,https://steamdb.info/app/937300/,78.57%
6738,Love In Drawing,https://steamdb.info/app/981260/,78.57%
6739,Vortex Attack,https://steamdb.info/app/357890/,78.57%
6740,Embr,https://steamdb.info/app/1062830/,78.57%
6741,Roundguard,https://steamdb.info/app/848030/,78.56%
6742,Phoenix Force,https://steamdb.info/app/332480/,78.56%
6743,Heroes Rise: The Prodigy,https://steamdb.info/app/299540/,78.56%
6744,Lucius,https://steamdb.info/app/218640/,78.56%
6745,Sam & Max 203: Night of the Raving Dead,https://steamdb.info/app/8280/,78.55%
6746,Seek Girl:Fog Ⅰ,https://steamdb.info/app/1263370/,78.55%
6747,Romance of the Three Kingdoms IX with Power Up Kit,https://steamdb.info/app/628050/,78.55%
6748,Invisibox,https://steamdb.info/app/620940/,78.55%
6749,Swordbreaker The Game,https://steamdb.info/app/411760/,78.55%
6750,Obey Me,https://steamdb.info/app/1034890/,78.55%
6751,MMM: Murder Most Misfortunate,https://steamdb.info/app/525690/,78.55%
6752,Quest Hunter,https://steamdb.info/app/487000/,78.55%
6753,Avernum 6,https://steamdb.info/app/206060/,78.55%
6754,Pixel Star,https://steamdb.info/app/367300/,78.55%
6755,Farmington County,https://steamdb.info/app/1138580/,78.55%
6756,Sam & Max 204: Chariots of the Dogs,https://steamdb.info/app/8290/,78.55%
6757,CORONAVIRUS BATTLEGROUNDS: Coronavirus News,https://steamdb.info/app/1310210/,78.55%
6758,Ookibloks,https://steamdb.info/app/399910/,78.55%
6759,You Must Build A Boat,https://steamdb.info/app/290890/,78.55%
6760,兽耳攻略 - TFK Faculty,https://steamdb.info/app/1096330/,78.55%
6761,Cyber Lady,https://steamdb.info/app/1258190/,78.55%
6762,Nancy Drew: Legend of the Crystal Skull ,https://steamdb.info/app/31860/,78.55%
6763,Citrouille: Sweet Witches,https://steamdb.info/app/833270/,78.55%
6764,Munin,https://steamdb.info/app/281750/,78.54%
6765,Tales of the Orient: The Rising Sun,https://steamdb.info/app/339160/,78.54%
6766,WORLD OF FINAL FANTASY,https://steamdb.info/app/552700/,78.54%
6767,Kentucky Route Zero,https://steamdb.info/app/231200/,78.54%
6768,UnHolY DisAsTeR,https://steamdb.info/app/889770/,78.53%
6769,Jump Off The Bridge,https://steamdb.info/app/1057780/,78.53%
6770,Fugl,https://steamdb.info/app/643810/,78.53%
6771,Heavy Bullets,https://steamdb.info/app/297120/,78.53%
6772,Carpe Diem: Reboot,https://steamdb.info/app/686760/,78.53%
6773,Resident Evil 6,https://steamdb.info/app/221040/,78.53%
6774,The Uncertain: Last Quiet Day,https://steamdb.info/app/406970/,78.52%
6775,BLUE REFLECTION,https://steamdb.info/app/658260/,78.52%
6776,Yesterday,https://steamdb.info/app/205840/,78.51%
6777,Pizza Express,https://steamdb.info/app/375250/,78.51%
6778,M.A.X.: Mechanized Assault & Exploration,https://steamdb.info/app/615250/,78.51%
6779,Krampus is Home,https://steamdb.info/app/839420/,78.51%
6780,Hidden Dragon: Legend,https://steamdb.info/app/680390/,78.51%
6781,Twisted Arrow,https://steamdb.info/app/494960/,78.50%
6782,Soldiers: Heroes of World War II,https://steamdb.info/app/11480/,78.50%
6783,INK,https://steamdb.info/app/385710/,78.50%
6784,Perspectives: Paradise,https://steamdb.info/app/1016390/,78.50%
6785,Six Sides of the World,https://steamdb.info/app/384480/,78.50%
6786,Bullet Roulette VR,https://steamdb.info/app/1103880/,78.50%
6787,Song of the Deep,https://steamdb.info/app/460700/,78.50%
6788,Deathstate,https://steamdb.info/app/402120/,78.49%
6789,Paper Dolls 2,https://steamdb.info/app/1334040/,78.49%
6790,Verdict Guilty - 유죄 평결,https://steamdb.info/app/449210/,78.49%
6791,Downward Spiral: Prologue,https://steamdb.info/app/574940/,78.49%
6792,The Surge 2,https://steamdb.info/app/644830/,78.49%
6793,Atelier Firis: The Alchemist and the Mysterious Journey,https://steamdb.info/app/527290/,78.49%
6794,Cyberpong,https://steamdb.info/app/462000/,78.49%
6795,Catmaze,https://steamdb.info/app/620220/,78.49%
6796,The Labyrinth of Grisaia,https://steamdb.info/app/345620/,78.49%
6797,Greetings,https://steamdb.info/app/920190/,78.49%
6798,DungeonRift,https://steamdb.info/app/375550/,78.48%
6799,Exogen VR Experience,https://steamdb.info/app/1057130/,78.48%
6800,BAD END,https://steamdb.info/app/415850/,78.48%
6801,Rescue Team 2,https://steamdb.info/app/403090/,78.48%
6802,Trap Labs,https://steamdb.info/app/717780/,78.48%
6803,Gaia's Melody: Echoed Melodies,https://steamdb.info/app/725410/,78.48%
6804,Anthophobia,https://steamdb.info/app/1142480/,78.48%
6805,BRAINPIPE: A Plunge to Unhumanity,https://steamdb.info/app/35800/,78.48%
6806,FINAL FANTASY XV WINDOWS EDITION,https://steamdb.info/app/637650/,78.46%
6807,Volcanoids,https://steamdb.info/app/951440/,78.46%
6808,Someday You'll Return,https://steamdb.info/app/840370/,78.46%
6809,18 Wheels of Steel: Across America,https://steamdb.info/app/514160/,78.45%
6810,Six Ages: Ride Like the Wind,https://steamdb.info/app/881420/,78.45%
6811,Hell Let Loose,https://steamdb.info/app/686810/,78.45%
6812,Gryphon Knight Epic,https://steamdb.info/app/358650/,78.45%
6813,Family Man: Prologue,https://steamdb.info/app/1251750/,78.45%
6814,"7,62 Hard Life",https://steamdb.info/app/306290/,78.45%
6815,Foxhole,https://steamdb.info/app/505460/,78.45%
6816,Bitslap,https://steamdb.info/app/524690/,78.44%
6817,ENIGMA : An Illusion Named Family,https://steamdb.info/app/355570/,78.44%
6818,Towaga: Among Shadows,https://steamdb.info/app/907600/,78.44%
6819,Voidrun,https://steamdb.info/app/1048560/,78.44%
6820,BOROS,https://steamdb.info/app/613420/,78.44%
6821,SINNERS,https://steamdb.info/app/990020/,78.44%
6822,Shrine of the God-Ape,https://steamdb.info/app/1103930/,78.44%
6823,Tori,https://steamdb.info/app/822940/,78.44%
6824,ORTHOISO,https://steamdb.info/app/1093920/,78.44%
6825,孤岛(Isolated Island),https://steamdb.info/app/1002210/,78.44%
6826,Mr. Sweet,https://steamdb.info/app/839230/,78.44%
6827,My hidden things,https://steamdb.info/app/1304910/,78.44%
6828,Soulscape,https://steamdb.info/app/1098040/,78.44%
6829,Touhou : Shooting Star | 東方流星譚,https://steamdb.info/app/1299420/,78.44%
6830,Alien Cat 2,https://steamdb.info/app/1324030/,78.44%
6831,Stay Safe,https://steamdb.info/app/818140/,78.44%
6832,Punchline!!,https://steamdb.info/app/1147390/,78.44%
6833,RPG Girls - Lootbox Hunt,https://steamdb.info/app/1272190/,78.44%
6834,Rosebaker's Icy Treats,https://steamdb.info/app/667780/,78.44%
6835,Flying Pengy,https://steamdb.info/app/519870/,78.44%
6836,Boltzmann Brain,https://steamdb.info/app/820950/,78.44%
6837,ダブルスポイラー 〜 東方文花帖,https://steamdb.info/app/1100170/,78.44%
6838,AvoCuddle,https://steamdb.info/app/1072610/,78.44%
6839,Nova Flow,https://steamdb.info/app/718250/,78.44%
6840,BOX align,https://steamdb.info/app/768590/,78.44%
6841,Dark Quest 2,https://steamdb.info/app/453690/,78.43%
6842,The Abbey of Crime Extensum,https://steamdb.info/app/474030/,78.43%
6843,Fabric,https://steamdb.info/app/489660/,78.43%
6844,Battle Group 2,https://steamdb.info/app/277490/,78.43%
6845,Chip's Challenge 2,https://steamdb.info/app/348300/,78.43%
6846,Industry Giant 2,https://steamdb.info/app/271360/,78.42%
6847,Unworthy,https://steamdb.info/app/613190/,78.42%
6848,Karma. Incarnation 1,https://steamdb.info/app/394700/,78.42%
6849,10 Miles To Safety,https://steamdb.info/app/1015140/,78.42%
6850,99Vidas,https://steamdb.info/app/557040/,78.42%
6851,iBomber Defense Pacific,https://steamdb.info/app/206690/,78.41%
6852,Aporia: Beyond The Valley,https://steamdb.info/app/573130/,78.41%
6853,SOULCALIBUR VI,https://steamdb.info/app/544750/,78.41%
6854,The Underground Man,https://steamdb.info/app/513230/,78.41%
6855,By Moonlight,https://steamdb.info/app/1014880/,78.41%
6856,Spectromancer,https://steamdb.info/app/22500/,78.41%
6857,Fast Action Hero,https://steamdb.info/app/534000/,78.41%
6858,London Detective Mysteria,https://steamdb.info/app/627350/,78.40%
6859,Meridian 59,https://steamdb.info/app/893390/,78.40%
6860,Euro Truck Simulator,https://steamdb.info/app/232010/,78.40%
6861,Full Ace Tennis Simulator,https://steamdb.info/app/779430/,78.40%
6862,Tomboys Need Love Too!,https://steamdb.info/app/628920/,78.40%
6863,Naked Story,https://steamdb.info/app/1092000/,78.40%
6864,Geo,https://steamdb.info/app/513480/,78.40%
6865,Homeworld: Deserts of Kharak,https://steamdb.info/app/281610/,78.40%
6866,Seraph,https://steamdb.info/app/425670/,78.40%
6867,Wings of Vi,https://steamdb.info/app/318530/,78.39%
6868,Planet Centauri,https://steamdb.info/app/385380/,78.39%
6869,Fap Queen,https://steamdb.info/app/942140/,78.38%
6870,Creed: Rise to Glory™,https://steamdb.info/app/804490/,78.38%
6871,Ultimate Tic-Tac-Toe,https://steamdb.info/app/360870/,78.38%
6872,Ministry of Broadcast,https://steamdb.info/app/874040/,78.37%
6873,Down Ward,https://steamdb.info/app/904700/,78.37%
6874,World's Fastest Pizza,https://steamdb.info/app/396260/,78.37%
6875,Flandre's dream. - 36000 ft deep -,https://steamdb.info/app/1085340/,78.37%
6876,Heavy Burger,https://steamdb.info/app/922250/,78.37%
6877,1001stHyperTower,https://steamdb.info/app/958050/,78.37%
6878,Wasted World,https://steamdb.info/app/1281390/,78.37%
6879,Mystery Case Files: Ravenhearst ,https://steamdb.info/app/50990/,78.37%
6880,Along Together,https://steamdb.info/app/859640/,78.37%
6881,Last Room,https://steamdb.info/app/1334010/,78.37%
6882,The Mind's Eclipse,https://steamdb.info/app/646210/,78.37%
6883,Azure Reflections,https://steamdb.info/app/928440/,78.37%
6884,Fire in the Goal,https://steamdb.info/app/535160/,78.37%
6885,Terminal Velocity,https://steamdb.info/app/358370/,78.36%
6886,Krush Kill ‘N Destroy 2: Krossfire,https://steamdb.info/app/1292180/,78.36%
6887,Snow Fortress,https://steamdb.info/app/468740/,78.36%
6888,Seasons after Fall,https://steamdb.info/app/366320/,78.36%
6889,Interplanetary: Enhanced Edition,https://steamdb.info/app/650220/,78.36%
6890,Phantasmagoria,https://steamdb.info/app/501990/,78.36%
6891,3rd eye,https://steamdb.info/app/1131900/,78.36%
6892,Ballway,https://steamdb.info/app/654770/,78.36%
6893,ALLTYNEX Second,https://steamdb.info/app/283840/,78.35%
6894,Barrow Hill: Curse of the Ancient Circle,https://steamdb.info/app/494360/,78.35%
6895,Pizza Titan Ultra,https://steamdb.info/app/819480/,78.35%
6896,Black Skylands: Origins,https://steamdb.info/app/1286530/,78.35%
6897,428 〜封鎖された渋谷で〜,https://steamdb.info/app/648590/,78.35%
6898,Dr. Frank's Build a Boyfriend,https://steamdb.info/app/742170/,78.35%
6899,Dwarrows,https://steamdb.info/app/532750/,78.35%
6900,Behind The Screen 螢幕判官 ,https://steamdb.info/app/821560/,78.35%
6901,KO Mech,https://steamdb.info/app/862770/,78.34%
6902,GlitchPets,https://steamdb.info/app/886630/,78.34%
6903,Brume,https://steamdb.info/app/1119800/,78.34%
6904,Eco,https://steamdb.info/app/382310/,78.34%
6905,Egg Time,https://steamdb.info/app/531990/,78.34%
6906,Finding Teddy,https://steamdb.info/app/259600/,78.34%
6907,ONE PIECE PIRATE WARRIORS 3,https://steamdb.info/app/331600/,78.34%
6908,Great Big War Game,https://steamdb.info/app/216670/,78.34%
6909,Magical Eyes - Red is for Anguish,https://steamdb.info/app/366780/,78.34%
6910,Hard Times,https://steamdb.info/app/907410/,78.34%
6911,Throne of Lies® The Online Game of Deceit,https://steamdb.info/app/595280/,78.34%
6912,Legend of Cenama,https://steamdb.info/app/1116990/,78.34%
6913,Wequer,https://steamdb.info/app/781990/,78.34%
6914,STORM AREA 51: AYY LMAO EDITION,https://steamdb.info/app/1124660/,78.33%
6915,Dungeons & Dragons: Chronicles of Mystara,https://steamdb.info/app/229480/,78.33%
6916,Märchen Forest: Mylne and the Forest Gift,https://steamdb.info/app/842810/,78.33%
6917,Clawface,https://steamdb.info/app/785130/,78.32%
6918,Casual Desktop Game,https://steamdb.info/app/1001860/,78.32%
6919,Max Payne (RU),https://steamdb.info/app/210350/,78.32%
6920,Farmington Tales,https://steamdb.info/app/667820/,78.32%
6921,Arma 2: Private Military Company,https://steamdb.info/app/65720/,78.32%
6922,Cowpocalypse,https://steamdb.info/app/1075430/,78.32%
6923,Nick Beard: The Fedora of Destiny,https://steamdb.info/app/872240/,78.32%
6924,Runic Rampage,https://steamdb.info/app/615010/,78.31%
6925,Castlevania: Lords of Shadow - Ultimate Edition,https://steamdb.info/app/234080/,78.31%
6926,Little Racers STREET,https://steamdb.info/app/262690/,78.31%
6927,Counter Spell,https://steamdb.info/app/351230/,78.31%
6928,Minimalist Space War,https://steamdb.info/app/1283580/,78.30%
6929,Mystery Case Files: Black Crown Collector's Edition,https://steamdb.info/app/1196400/,78.30%
6930,Draw The Way,https://steamdb.info/app/577380/,78.30%
6931,Spirit Arena,https://steamdb.info/app/1133980/,78.30%
6932,Balance Breakers,https://steamdb.info/app/1069750/,78.30%
6933,Beyond the Sky,https://steamdb.info/app/818860/,78.30%
6934,Dungeons & Guns,https://steamdb.info/app/1355570/,78.30%
6935,Jumper Jape,https://steamdb.info/app/526780/,78.30%
6936,AuroraBound Deluxe,https://steamdb.info/app/724640/,78.30%
6937,SUMICO - The Numbers Game,https://steamdb.info/app/383190/,78.30%
6938,Last Hope - Tower Defense,https://steamdb.info/app/434020/,78.30%
6939,Makeover Desire - HENSHIN GANBO,https://steamdb.info/app/1053270/,78.30%
6940,Clad in Iron: Gulf of Mexico 1864,https://steamdb.info/app/693450/,78.30%
6941,Jumping Joe,https://steamdb.info/app/1273590/,78.30%
6942,Quaddro 2,https://steamdb.info/app/819330/,78.30%
6943,Crazy Appliances,https://steamdb.info/app/745720/,78.30%
6944,Puzzgun,https://steamdb.info/app/850040/,78.30%
6945,Voxel Shot VR,https://steamdb.info/app/593250/,78.30%
6946,Tanky Tanks VR,https://steamdb.info/app/1231140/,78.30%
6947,INSANE WEST,https://steamdb.info/app/1063820/,78.30%
6948,Corpo Tale,https://steamdb.info/app/438240/,78.30%
6949,Cymatically Muffed,https://steamdb.info/app/661200/,78.30%
6950,Vetrix,https://steamdb.info/app/1307070/,78.30%
6951,Cuboid Keeper,https://steamdb.info/app/954240/,78.30%
6952,Ghetto Conspiracy,https://steamdb.info/app/1190810/,78.30%
6953,The Dew,https://steamdb.info/app/692950/,78.30%
6954,Muscles And Bullets,https://steamdb.info/app/1005920/,78.30%
6955,RetroVamp,https://steamdb.info/app/1178680/,78.30%
6956,Unruly Ghouls,https://steamdb.info/app/523720/,78.30%
6957,"Neko Ghost, Jump! Prologue",https://steamdb.info/app/1353790/,78.30%
6958,Pitcher and the Whale,https://steamdb.info/app/1330120/,78.30%
6959,Коридоры их воспоминаний,https://steamdb.info/app/1371040/,78.30%
6960,Anime Girls Mini Jigsaw Puzzles,https://steamdb.info/app/1201580/,78.30%
6961,蘭島物語：少女的約定 復刻版,https://steamdb.info/app/1268140/,78.30%
6962,Circuit Dude,https://steamdb.info/app/662410/,78.30%
6963,XorceD - Sashiro's Laedrum,https://steamdb.info/app/454170/,78.30%
6964,Brimstone Brawlers,https://steamdb.info/app/780270/,78.30%
6965,Luminos,https://steamdb.info/app/1022870/,78.30%
6966,The Captives: Plot of the Demiurge,https://steamdb.info/app/666630/,78.30%
6967,Techno Boy,https://steamdb.info/app/795050/,78.30%
6968,ReThink | Evolved 3,https://steamdb.info/app/1065460/,78.30%
6969,Beyond a Total Loss,https://steamdb.info/app/1058470/,78.30%
6970,Magic Rampage,https://steamdb.info/app/704920/,78.30%
6971,Lit the Torch,https://steamdb.info/app/671330/,78.30%
6972,Drag Star!,https://steamdb.info/app/1016630/,78.30%
6973,Super Gravity Ball,https://steamdb.info/app/782120/,78.30%
6974,Varion,https://steamdb.info/app/788330/,78.30%
6975,Zero Strain,https://steamdb.info/app/1079560/,78.30%
6976,Anime RPG Puzzles,https://steamdb.info/app/1271830/,78.30%
6977,DASH: Danger Action Speed Heroes,https://steamdb.info/app/898910/,78.30%
6978,hack.88,https://steamdb.info/app/1082440/,78.30%
6979,Jigsaw Women 2,https://steamdb.info/app/1156100/,78.30%
6980,BELPAESE: Homecoming,https://steamdb.info/app/710820/,78.30%
6981,War Robots VR: The Skirmish,https://steamdb.info/app/672640/,78.29%
6982,Captive,https://steamdb.info/app/802040/,78.29%
6983,Reflex,https://steamdb.info/app/745740/,78.29%
6984,King's Bounty: Warriors of the North,https://steamdb.info/app/203350/,78.29%
6985,Kyle Simulator,https://steamdb.info/app/1104220/,78.29%
6986,Ancient Planet,https://steamdb.info/app/345090/,78.29%
6987,Lines,https://steamdb.info/app/458540/,78.29%
6988,Gun Wings,https://steamdb.info/app/348240/,78.29%
6989,Cursed Treasure 2,https://steamdb.info/app/643960/,78.28%
6990,ABYSS CRAWLERS plus,https://steamdb.info/app/794760/,78.28%
6991,Yet Another Research Dog,https://steamdb.info/app/777650/,78.28%
6992,Ballz: Farm,https://steamdb.info/app/705670/,78.28%
6993,Drop Hunt,https://steamdb.info/app/596870/,78.27%
6994,Cat on a Diet,https://steamdb.info/app/447890/,78.27%
6995,Exiled Kingdoms,https://steamdb.info/app/788270/,78.27%
6996,Reflection of Mine,https://steamdb.info/app/476020/,78.26%
6997,Warhammer: End Times - Vermintide,https://steamdb.info/app/235540/,78.26%
6998,Fruit Ninja VR,https://steamdb.info/app/486780/,78.26%
6999,Audioshield,https://steamdb.info/app/412740/,78.26%
7000,Mahjong World Contest,https://steamdb.info/app/523150/,78.26%
7001,EVERSPACE™,https://steamdb.info/app/396750/,78.26%
7002,Mortal Kombat X,https://steamdb.info/app/307780/,78.26%
7003,Forbidden Ingress,https://steamdb.info/app/1175200/,78.25%
7004,Star Ruler,https://steamdb.info/app/70900/,78.25%
7005,DungeonUp,https://steamdb.info/app/388620/,78.25%
7006,Koral,https://steamdb.info/app/896750/,78.25%
7007,Blackout Z: Slaughterhouse Edition,https://steamdb.info/app/729660/,78.24%
7008,Adventure Craft,https://steamdb.info/app/624890/,78.24%
7009,Amorous,https://steamdb.info/app/778700/,78.24%
7010,Gridworld,https://steamdb.info/app/396890/,78.24%
7011,Age of Empires: Definitive Edition,https://steamdb.info/app/1017900/,78.24%
7012,Quest for Infamy,https://steamdb.info/app/264560/,78.24%
7013,Glowfish,https://steamdb.info/app/60350/,78.24%
7014,this was for you.,https://steamdb.info/app/1067930/,78.24%
7015,Sexy Jigsaw,https://steamdb.info/app/920520/,78.23%
7016,To Trust an Incubus,https://steamdb.info/app/825300/,78.23%
7017,Apocalypse: Party's Over,https://steamdb.info/app/368800/,78.23%
7018,Urban Trial Freestyle,https://steamdb.info/app/243450/,78.23%
7019,Covid Tale: Ignorance,https://steamdb.info/app/1304390/,78.23%
7020,Ground Control II,https://steamdb.info/app/254840/,78.23%
7021,Future Unfolding,https://steamdb.info/app/539340/,78.23%
7022,Arcana Heart 3 LOVE MAX!!!!!,https://steamdb.info/app/370460/,78.23%
7023,Deep Sixed,https://steamdb.info/app/591000/,78.23%
7024,Hentai Waifu,https://steamdb.info/app/1044450/,78.22%
7025,Climb With Wheelbarrow,https://steamdb.info/app/1108090/,78.22%
7026,ClassiCube,https://steamdb.info/app/1065710/,78.22%
7027,Lumini,https://steamdb.info/app/360840/,78.22%
7028,The Impure,https://steamdb.info/app/896040/,78.22%
7029,Legionwood: Tale of the Two Swords,https://steamdb.info/app/461820/,78.22%
7030,游离大陆 Uniland,https://steamdb.info/app/935970/,78.22%
7031,Leanna's Slice of Life,https://steamdb.info/app/1013870/,78.22%
7032,In Her Eyes / 彼女之瞳,https://steamdb.info/app/1213000/,78.22%
7033,Parallax,https://steamdb.info/app/325060/,78.22%
7034,MSI Electric City: Core Assault,https://steamdb.info/app/691930/,78.22%
7035,Choppa,https://steamdb.info/app/554330/,78.22%
7036,Floor Kids,https://steamdb.info/app/821640/,78.22%
7037,Minos Strategos,https://steamdb.info/app/577490/,78.21%
7038,Gunpowder on The Teeth: Arcade,https://steamdb.info/app/994860/,78.21%
7039,Space Pilgrim Academy: Year 2,https://steamdb.info/app/831120/,78.21%
7040,War of the Human Tanks - Limited Operations,https://steamdb.info/app/301930/,78.21%
7041,Sentinels,https://steamdb.info/app/388910/,78.21%
7042,Necro Mutex,https://steamdb.info/app/872470/,78.21%
7043,The Dragons' Twilight,https://steamdb.info/app/658050/,78.21%
7044,东方百问~TouHouAsked,https://steamdb.info/app/930840/,78.21%
7045,Castle Battles,https://steamdb.info/app/568370/,78.21%
7046,Havocado,https://steamdb.info/app/995050/,78.21%
7047,Nick Bounty: The Dame with the Blue Chewed Shoe.,https://steamdb.info/app/958880/,78.21%
7048,Nadia Was Here,https://steamdb.info/app/436070/,78.21%
7049,Cluckles' Adventure,https://steamdb.info/app/605250/,78.21%
7050,Crawlco Block Knockers,https://steamdb.info/app/1069850/,78.21%
